alice is married under sec_7703 for the year alice files a joint_return with her spouse for alice's and her spouse's taxable_income for the year is dollar_figure	alice and her spouse have to pay dollar_figure in taxes for the year under sec_1	Entailment
in alice was paid dollar_figure she is allowed a deduction under dollar_figure for the year for donating cash to charity	alice's deduction for falls under sec_63	Entailment
in alice was paid dollar_figure she is allowed a deduction of dollar_figure for herself for the year under sec_151	alice's deduction for falls under sec_63	Contradiction
in alice was paid dollar_figure in remuneration she is allowed a deduction for herself under sec_151 of dollar_figure for the year	alice's deduction for falls under sec_63	Entailment
in alice was paid dollar_figure in remuneration she is allowed deductions under sec_63 of dollar_figure for the year	alice's deduction for falls under sec_63	Contradiction
in alice was paid dollar_figure alice is a surviving_spouse for	sec_63 applies to alice in	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd and they file a joint_return for	sec_63 applies to alice in	Contradiction
from to the walter brown family_trust ii was considered to be a business_trust	sec_63 applies to the walter brown family_trust ii for	Entailment
from to the walter brown family_trust ii was considered to be a business_trust	sec_63 applies to the walter brown family_trust ii for	Contradiction
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice and bob file separate returns	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd and they file a joint_return for	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure alice and bob have been married since feb 3rd bob is allowed an itemized_deduction of dollar_figure alice and bob file separate returns	sec_63 applies to alice for	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd bob and alice file a joint_return for	sec_63 applies to alice for	Contradiction
in alice was paid dollar_figure alice and bob got married on feb 3rd alice was a nonresident_alien from august 23rd to september 15th	sec_63 applies to alice for	Entailment
in alice was paid dollar_figure alice and bob got married on feb 3rd alice was a nonresident_alien from august 23rd to september 15th	sec_63 applies to alice for	Contradiction
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 applies to alice for the year	Entailment
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 applies to alice for the year	Contradiction
in alice's income was dollar_figure alice is married for the year under sec_7703 alice does not file a joint_return	under sec_68 alice's applicable_amount for is equal to dollar_figure	Entailment
in alice's income was dollar_figure alice is not married	sec_68 applies to alice in	Contradiction
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Entailment
in alice's income was dollar_figure alice is a head_of_household for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Contradiction
in alice's income was dollar_figure alice is a head_of_household for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Entailment
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Contradiction
alice and bob got married on april 5th alice and bob were legally_separated under a decree of divorce on september 16th	sec_7703 applies to alice for the year	Entailment
alice and bob got married on april 5th alice and bob were legally_separated under a decree of divorce on september 16th	sec_7703 applies to alice for the year	Contradiction
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to alice and bob file a joint_return for the years to	sec_7703 applies to alice maintaining her home for the year	Entailment
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home for which alice furnished of the maintenance_costs since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to	sec_7703 applies to alice maintaining her home for the year	Contradiction
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to bob lived in the same house as alice and charlie from september 16th until february 10th	sec_7703 applies to alice maintaining her home for the year	Entailment
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to bob lived in the same house as alice and charlie from september 16th until october 10th	sec_7703 applies to alice maintaining her home for the year	Contradiction
alice was paid dollar_figure in for services performed in jail alice was committed to jail from january to may 5th from may 5th to dec 31st alice was paid dollar_figure in remuneration alice takes the standard_deduction	how much tax does alice have to pay in	$0
alice and harold got married on sep 3rd harold and alice have a son born jan 25th harold died on feb 28th they had been living in the same house since maintained by alice alice and her son continued doing so after harold's death alice's gross_income for the year is dollar_figure alice has employed bob cameron dan emily fred and george for agricultural_labor from sep 9th to oct 1st and paid them dollar_figure each alice takes the standard_deduction in	how much tax does alice have to pay in	$68844
alice's gross_income for the year is dollar_figure bob's gross_income for the year is dollar_figure alice and bob have been married since feb 3rd bob and alice file a joint_return for and take the standard_deduction	how much tax does bob have to pay in	$66088
charlie is bob's father since april 15th and bob has lived at charlie's place since then alice is charlie's sister since october 12th charlie's gross_income in was dollar_figure in alice's gross_income was dollar_figure alice takes the standard_deduction in	how much tax does alice have to pay in	$0
alice paid bob for agricultural_labor from feb 1st to november 19th paying him dollar_figure in on november 25th bob died from a heart attack on january 20th alice paid charlie bob's surviving_spouse bob's outstanding wages of dollar_figure in alice's gross_income was dollar_figure alice receives a deduction of dollar_figure for donating goods to a food bank	how much tax does alice have to pay in	$118227
in alice's gross_income was dollar_figure alice and bob have been married since oct 10th alice and bob file separately alice has paid dollar_figure in cash to bob for work done from feb 1st to sep 2nd for agricultural_labor alice takes the standard_deduction alice and bob live separately in	how much tax does alice have to pay in	$8582
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice was born march 2nd and bob was born march 3rd bob had no income in alice and bob file separately in alice takes the standard_deduction alice and bob have the same principal_place_of_abode in	how much tax does alice have to pay in	$5460
in alice was paid dollar_figure alice and bob have been married since feb 3rd bob had no income in in alice and bob file separately and alice takes the standard_deduction alice and bob have the same principal_place_of_abode in	how much tax does alice have to pay in	$4938
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time in bob's gross_income was dollar_figure bob takes the standard_deduction in	how much tax does bob have to pay in	$4509
charlie is alice's father since april 15th bob is charlie's brother since october 12th alice's gross_income in is dollar_figure both charlie and bob have no income in and are not qualifying children to any taxpayer	how much tax does alice have to pay in	$19801
alice was paid dollar_figure in as an employee of the state of maryland in baltimore maryland usa alice takes the standard_deduction in	how much tax does alice have to pay in	$16664
in alice's gross_income was dollar_figure since alice maintains a house where she and her daughter lived alice was married since jan 14th until her husband died on nov 23rd in alice is allowed itemized_deductions of dollar_figure alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for charlie who is alice's father and has retired in charlie had no income in	how much tax does alice have to pay in	$90683
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th from to bob furnished the costs of maintaining the home where alice bob and charlie lived during that time charlie married dan on feb 14th and they file separate tax returns in dan's principal_place_of_abode for is different from charlie's alice's gross_income in was dollar_figure and bob's gross_income was dollar_figure alice and bob file a joint_return in and take the standard_deduction	how much tax does alice have to pay in	$15777
alice has a son bob who was born january 31st and has lived at alice's place since then alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$2174
alice and bob got married on feb 3rd alice died on july 9th in alice's gross_income was dollar_figure and bob's gross_income was dollar_figure bob files a joint_return for himself and alice for bob takes the standard_deduction	how much tax does bob have to pay in	$26549
bob is charlie and dorothy's son born on april 15th alice married charlie on august 8th alice and charlie's gross_income in were dollar_figure and dollar_figure respectively alice bob and charlie have the same principal_place_of_abode in alice and charlie file jointly in and take the standard_deduction	how much tax does alice have to pay in	$259487
alice employed bob from jan 2nd to oct paying him dollar_figure in on oct bob was diagnosed as disabled and retired alice paid bob dollar_figure because she had to terminate their contract due to bob's disability in alice's gross_income was dollar_figure in alice lived together with charlie her father in a house that she maintains charlie had no income in alice takes the standard_deduction in	how much tax does alice have to pay in	$196056
in alice was paid dollar_figure bob is alice's father since april 15th in alice and bob lived in a house that alice maintained in alice takes the standard_deduction bob had no income in	how much tax does alice have to pay in	$3720
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd for domestic_service alice's gross_income in was dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$344848
alice has been married since april 4th alice files a joint_return with her spouse for alice's and her spouse's gross_income for the year is dollar_figure alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for charlie who is alice's father and has retired in charlie had no income in alice and her spouse take the standard_deduction	how much tax does alice have to pay in	$40741
in alice's gross_income was dollar_figure alice and bob have been married since feb 3rd alice has been blind since october alice and bob file jointly in bob has no gross_income in alice and bob take the standard_deduction alice and bob has the same principal_place_of_abode from to	how much tax does alice have to pay in	$3390
alice's gross_income for the year is dollar_figure bob's income is dollar_figure alice and bob got married on feb 3rd from to bob furnished the costs of maintaining the home where he and alice lived during that time in alice and bob file separate returns and they both take the standard_deduction	how much tax does alice have to pay in	$249
in alice was paid dollar_figure and bob had no income alice and bob have been married since feb 3rd alice and bob file separately in	how much tax does alice have to pay in	$6621
alice's gross_income in was dollar_figure alice has employed bob from jan 2nd to feb alice paid bob dollar_figure in on oct bob retired because he reached age alice paid bob dollar_figure as a retirement bonus in alice takes the standard_deduction	how much tax does alice have to pay in	$2242833
alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$2684
alice's gross_income for the year is dollar_figure in alice takes the standard_deduction alice has a son bob who has the same principal_place_of_abode as her in and is not married	how much tax does alice have to pay in	$2384
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time from to alice had a different principal_place_of_abode in alice was paid dollar_figure and bob's income was dollar_figure alice was born march 2nd and bob was born march 3rd in alice and bob file jointly and take the standard_deduction	how much tax does alice have to pay in	$10018
alice was born january 10th bob was born january 31st alice adopted bob on march 4th and bob has lived with alice since in a house that alice maintains alice's gross_income in was dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$32045
alice has paid dollar_figure to bob for domestic_service done from feb 1st to sep 2nd in baltimore maryland usa bob has paid dollar_figure to alice for work done from apr 1st to dec 31st alice takes the standard_deduction in	how much tax does alice have to pay in	$192
alice has paid dollar_figure to her father bob for work done from feb 1st to sep 2nd in baltimore maryland usa alice and charlie got married on april 5th alice and charlie were legally_separated under a decree of divorce on september 16th alice's gross_income in was dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$279126
alice and bob got married on feb 3rd alice was a nonresident_alien alice died on july 9th bob married charlie on september 14th bob's gross_income for the year is dollar_figure charlie's gross_income is dollar_figure bob and charlie file jointly in and take the standard_deduction	how much tax does bob have to pay in	$8312
in alice was paid dollar_figure alice and bob got married on feb 3rd alice was a nonresident_alien from august 23rd to september 15th bob earned dollar_figure in alice takes the standard_deduction	how much tax does alice have to pay in	$34233
alice was paid dollar_figure in march for services performed at johns hopkins hospital alice was a patient at johns hopkins hospital from march 15th to april 2nd bob is alice's son since april 15th bob and alice have the same principal_place_of_abode a house maintained by alice alice takes the standard_deduction in	how much tax does alice have to pay in	$0
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd for agricultural_labor alice paid bob with eggs grapes and hay alice has been married since alice files a joint_return with her spouse for alice's and her spouse's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$17399
in alice earned dollar_figure bob's income in was dollar_figure alice and bob have been married since feb 3rd alice has been blind since feb alice has paid dollar_figure to charlie for work done in the year in alice has also paid dollar_figure into a retirement fund for charlie and dollar_figure into health insurance for charlie both under a plan alice and bob file jointly and take the standard_deduction	how much tax does alice have to pay in	$45946
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time charlie married dan on feb 14th and they file a joint_return that same year bob's gross_income in was dollar_figure bob takes the standard_deduction	how much tax does bob have to pay in	$33068
bob is alice and charlie's father bob had no income in alice's gross_income in is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$82819
alice got married on october 9th alice files a joint_return with her spouse for alice's and her spouse's gross_income for the year is dollar_figure they take the standard_deduction	how much tax does alice have to pay in	$4931
alice has paid dollar_figure in remuneration to bob for work done from feb 1st to sep 2nd in caracas venezuela for agricultural_labor bob is an american citizen alice is an american_employer in alice maintains as her principal_place_of_abode a house where her mother dorothy lives alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$55528
alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for bob in alice was paid dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$72344
alice and bob got married on feb 3rd and have a son charlie born april 1st bob died on jan 1st in charlie lives at the house that alice maintains as her principal_place_of_abode alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$62000
alice's gross_income in is dollar_figure alice is allowed itemized_deductions of dollar_figure dollar_figure and dollar_figure	how much tax does alice have to pay in	$130388
alice got married on may 30th alice files a joint_return with her spouse for and they take the standard_deduction alice's gross_income for the year is dollar_figure while her spouse had no income alice has paid dollar_figure to her brother bob for work done from feb 1st to sep 2nd in baltimore maryland usa	how much tax does alice have to pay in	$21635
bob is charlie and dorothy's son born april 15th alice married charlie on august 8th alice was paid dollar_figure in as an employee of the united_states government in arlington virginia usa alice files a separate_return and takes the standard_deduction since alice bob and charlie live in a house maintained by alice and charlie	how much tax does alice have to pay in	$15236
alice married bob on may 29th their son charlie was born october 4th bob died october 22nd alice's gross_income for the year was dollar_figure in alice's gross_income was dollar_figure in alice and charlie lived in a house maintained by alice that same year alice is allowed a deduction of dollar_figure for donating cash to a charity	how much tax does alice have to pay in	$180610
alice got married on jan 6th alice files a joint_return with her spouse for alice's and her spouse's gross_income for the year is dollar_figure alice and her spouse take the standard_deduction alice has a son bob who has the same principal_place_of_abode as her in bob has a son charlie who also has the same principal_place_of_abode as his father in	how much tax does alice have to pay in	$4331
bob alice's father has the same principal_place_of_abode as alice since and has had no income since alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$25055
alice married bob on august 25th alice files a joint_return with her husband for alice's and bob's gross_income for the year is dollar_figure and they take the standard_deduction alice i sec_67 years old in	how much tax does alice have to pay in	$1844
alice and bob have been married since feb 3rd alice was born march 2nd and bob was born march 3rd bob's gross_income for the year is dollar_figure alice and bob file jointly in and take the standard_deduction alice had no income in	how much tax does bob have to pay in	$20298
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time bob's gross_income in was dollar_figure bob takes the standard_deduction in	how much tax does bob have to pay in	$16023
alice and bob were married from feb 3rd to oct 30th alice's gross_income for the year is dollar_figure and she takes the standard_deduction	how much tax does alice have to pay in	$264225
alice and bob got married on feb 3rd alice died on july 9th alice was a nonresident_alien from to bob furnished the costs of maintaining the home where he and and his father charlie lived during that time charlie had no income from to bob's gross_income in was dollar_figure bob takes the standard_deduction in	how much tax does bob have to pay in	$245359
alice has a brother bob who was born january 31st and has always lived at his parents' place in alice's gross_income was dollar_figure alice got married on jan her husband had no income in alice does not file a joint_return alice has itemized_deductions of dollar_figure	how much tax does alice have to pay in	$178147
in alice was paid dollar_figure in remuneration alice and bob got married on jan 1st bob's gross_income for is dollar_figure alice and bob file a joint_return for the year and take the standard_deduction	how much tax does alice have to pay in	$356472
bob is alice's father alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in baltimore maryland usa alice's gross_income in is dollar_figure alice takes the standard_deduction in	how much tax does alice have to pay in	$7595
alice's and bob's gross incomes for the year are dollar_figure and dollar_figure respectively alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th from to bob furnished of the costs of maintaining the home where he and charlie lived during that time and alice furnished the remaining costs in alice and bob file jointly and take the standard_deduction	how much tax does alice have to pay in	$15109
alice was paid dollar_figure in march for services performed at johns hopkins hospital alice was a patient at johns hopkins hospital from march 15th to april 2nd in alice was also paid dollar_figure in remuneration alice takes the standard_deduction	how much tax does alice have to pay in	$4525
alice shares a house with her father bob since alice pays for of the costs of the house while charlie her brother pays for the remaining alice's gross_income for the year was dollar_figure and charlie's was dollar_figure alice is allowed itemized_deductions of dollar_figure	how much tax does alice have to pay in	$8883
alice's gross_income for the year is dollar_figure in bob the son of her son charlie lives at her place a house that she maintains bob has no income in alice takes the standard_deduction	how much tax does alice have to pay in	$6449
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice's gross_income in is dollar_figure alice and bob file separate returns alice takes the standard_deduction in bob has a different principal_place_of_abode than alice and charlie	how much tax does alice have to pay in	$14470
alice and bob have been married since feb 3rd alice files a joint_return with her spouse for alice's gross_income for the year is dollar_figure bob earned dollar_figure in alice and bob take the standard_deduction	how much tax does bob have to pay in	$17402
alice and bob got married on sep 12nd their son charlie was born october 1st bob passed away march 2nd in alice and charlie live at a house maintained by alice alice's gross_income for the year was dollar_figure alice takes the standard_deduction in	how much tax does alice have to pay in	$12036
in alice was paid dollar_figure in remuneration and takes the standard_deduction in addition alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela bob is an american citizen alice is not an american_employer	how much tax does alice have to pay in	$10922
in alice was paid dollar_figure in remuneration in addition alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela alice is an american_employer and bob is an american citizen bob takes the standard_deduction in	how much tax does bob have to pay in	$986
in alice's gross_income was dollar_figure alice has employed bob cameron dan emily fred and george for agricultural_labor on various occasions during the year - jan b c d e and f - feb b c and f - mar b c d e and f - mar c d e f and g - apr b c d f and g - may c d e f and g - oct b c d e and g - oct b e f and g - nov b c e f and g - nov b c d e and f - dec b c d e and g - dec b c d e and g on each occasion alice paid each of them dollar_figure alice takes the standard_deduction in	how much tax does alice have to pay in	$206073
bob and alice got married on feb 3rd bob and alice have a child charlie born october 9th bob died on july 9th from to alice furnished the costs of maintaining the home where he and charlie lived during that time alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$2574
in alice was paid dollar_figure alice has a brother charlie whose son bob lived at alice's place in a house that she maintains in charlie had a different principal_place_of_abode and bob had no income alice takes the standard_deduction in	how much tax does alice have to pay in	$2477
alice and charlie have a son bob from september 1st to november 3rd alice bob and charlie lived in the same home alice and charlie got married on feb 3rd alice is a nonresident_alien in alice earned dollar_figure charlie had no income in alice takes the standard_deduction	how much tax does alice have to pay in	$243103
alice and bob got married on sep 22nd their son charlie was born jan 10th bob passed away at the end of in alice paid for her and charlie's housing a house that they shared in alice's gross_income was dollar_figure and she took the standard_deduction	how much tax does alice have to pay in	$2334
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice and bob file separate returns and each take their standard_deduction bob had no income in alice has been blind since march alice was enrolled at johns hopkins university and attending classes from august to may 30th	how much tax does alice have to pay in	$0
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home for which alice furnished of the maintenance_costs and bob the remaining since september 16th alice and bob file jointly from to alice and bob's incomes in were dollar_figure and dollar_figure respectively alice and bob take the standard_deduction from to bob lived separately	how much tax does alice have to pay in	$10598
alice and bob got married on feb 3rd alice died on july 9th from to bob furnished the costs of maintaining the home where he and and his friend charlie lived during that time while charlie had no income and was not the qualifying_child of any taxpayer bob earned dollar_figure every year from to	how much tax does bob have to pay in	$96641
alice got married on june 2nd alice files a joint_return with her spouse for alice's and her spouse's gross_income for the year is dollar_figure they take the standard_deduction in alice has employed bob cameron dan emily fred and george for agricultural_labor on various occasions during the year - jan b c d e and f - feb b c and f - mar b c d e and f - mar c d e f and g - apr b c d f and g - may c d e f and g - oct b c d e and g - oct b e f and g - nov b c e f and g - nov b c d e and f - dec b c d e and g - dec b c d e and g alice has paid each dollar_figure on each occasion	how much tax does alice have to pay in	$247432
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in baltimore maryland usa for domestic_service in her home in alice was paid dollar_figure alice is allowed itemized_deductions of dollar_figure dollar_figure dollar_figure and dollar_figure	how much tax does alice have to pay in	$3274
bob is alice's father alice's gross_income in is dollar_figure bob has no income in alice takes the standard_deduction in	how much tax does alice have to pay in	$102150
alice's gross_income for the year is dollar_figure alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for charlie who is alice's father and has retired in bob has no income in alice takes the standard_deduction	how much tax does alice have to pay in	$63345
alice and bob got married on aug 6th their son charlie was born february 2nd alice and bob were legally_separated under a decree of divorce on march 2nd in alice and charlie live at a house maintained by alice alice's gross_income for the year is dollar_figure alice takes the standard_deduction	how much tax does alice have to pay in	$174
alice's income for the year is dollar_figure alice and bob have been married since feb 3rd bob had no income in bob and alice file a joint_return for and take the standard_deduction	how much tax does alice have to pay in	$7611
alice has a son bob who in lives with her at the house she maintains as her home alice was paid dollar_figure in as an employee of bertha's mussels in baltimore maryland usa alice takes the standard_deduction	how much tax does alice have to pay in	$14296
in alice was paid dollar_figure alice has a son bob from september 1st to november 3rd alice and bob lived in the same home which alice maintained in alice takes the standard_deduction	how much tax does alice have to pay in	$15037
